"SessionID","TrialID","ItemID","ClickMs","Clicked"
1,106,91,3916,"target"
1,107,92,3776,"target"
1,108,93,1402,"target"
1,109,94,2733,"target"
1,110,222,3435,"target"
1,111,126,6910,"target"
1,112,127,4166,"target"
1,113,128,2183,"target"
1,114,129,2544,"target"
1,115,130,2333,"target"
1,116,19,2865,"target"
1,117,20,6670,"target"
1,118,21,1663,"target"
1,119,22,2304,"target"
1,120,157,6509,"target"
2,121,131,11897,"target"
2,122,132,9173,"target"
2,123,133,14400,"target"
2,124,134,28070,"target"
2,125,135,4596,"target"
2,126,67,5237,"target"
2,127,68,5197,"target"
2,128,69,4857,"target"
2,129,70,2924,"target"
2,130,214,6790,"target"
2,131,146,7721,"target"
2,132,147,3866,"target"
2,133,148,1733,"target"
2,134,149,3816,"target"
2,135,150,3895,"target"
2,136,97,4066,"target"
2,137,98,5107,"target"
2,138,99,2984,"target"
2,139,100,2384,"target"
2,140,224,2484,"target"
2,141,79,6168,"target"
2,142,80,5037,"target"
2,143,81,2504,"target"
2,144,82,3775,"target"
2,145,218,4496,"target"
2,146,13,7290,"target"
2,147,14,4236,"target"
2,148,15,3134,"target"
2,149,16,5548,"target"
2,150,155,6359,"target"
2,151,49,6700,"target"
2,152,50,6079,"target"
2,153,51,2424,"target"
2,154,52,2073,"target"
2,155,167,8512,"target"
2,156,61,5458,"target"
2,157,62,11537,"target"
2,158,63,2644,"target"
2,159,64,2664,"target"
2,160,212,9254,"target"
2,161,31,3816,"target"
2,162,32,3094,"target"
2,163,33,2183,"target"
2,164,34,2333,"target"
2,165,161,6490,"target"
2,166,136,5157,"target"
2,167,137,4547,"target"
2,168,138,1993,"target"
2,169,139,3235,"target"
2,170,140,3094,"target"
2,171,85,6459,"target"
2,172,86,3535,"target"
2,173,87,1592,"target"
2,174,88,2353,"target"
2,175,220,3495,"target"
2,176,7,6730,"target"
2,177,8,5208,"target"
2,178,9,2073,"target"
2,179,10,2684,"target"
2,180,153,8432,"target"
2,181,73,5447,"target"
2,182,74,5908,"target"
2,183,75,1803,"target"
2,184,76,3355,"target"
2,185,216,3856,"target"
2,186,43,4095,"target"
2,187,44,3295,"target"
2,188,45,2254,"target"
2,189,46,1973,"target"
2,190,165,8652,"target"
2,191,103,4777,"target"
2,192,104,3264,"target"
2,193,105,2273,"target"
2,194,106,3445,"target"
2,195,226,3495,"target"
2,196,141,4757,"target"
2,197,142,4055,"target"
2,198,143,1823,"target"
2,199,144,2013,"target"
2,200,145,5228,"target"
2,201,25,8483,"target"
2,202,26,9213,"target"
2,203,27,1813,"target"
2,204,28,3855,"target"
2,205,159,7341,"target"
2,206,19,5508,"target"
2,207,20,7431,"target"
2,208,21,2153,"target"
2,209,22,2163,"target"
2,210,157,7030,"target"
2,211,126,6820,"target"
2,212,127,7200,"target"
2,213,128,2333,"target"
2,214,129,3124,"target"
2,215,130,2974,"target"
2,216,121,6290,"target"
2,217,122,8472,"target"
2,218,123,1893,"target"
2,219,124,4507,"target"
2,220,125,5207,"target"
2,221,37,9063,"target"
2,222,38,5808,"target"
2,223,39,2563,"target"
2,224,40,2613,"target"
2,225,163,8723,"target"
2,226,91,3685,"target"
2,227,92,3064,"target"
2,228,93,1542,"target"
2,229,94,2374,"target"
2,230,222,3926,"target"
2,231,1,7140,"target"
2,232,2,4786,"target"
2,233,3,1582,"target"
2,234,4,2814,"target"
2,235,151,6139,"target"
2,236,55,5137,"target"
2,237,56,3955,"target"
2,238,57,1552,"target"
2,239,58,2183,"target"
2,240,169,9334,"target"
3,241,126,6900,"target"
3,242,127,5198,"target"
3,243,128,3645,"target"
3,244,129,3715,"target"
3,245,130,2664,"target"
3,246,67,3284,"target"
3,247,68,3716,"target"
3,248,69,2624,"target"
3,249,70,1943,"target"
3,250,214,6279,"target"
3,251,141,4456,"target"
3,252,142,7291,"target"
3,253,143,2003,"target"
3,254,144,2003,"target"
3,255,145,4056,"target"
3,256,37,7802,"target"
3,257,38,4987,"target"
3,258,39,2554,"target"
3,259,40,3505,"target"
3,260,163,9063,"target"
3,261,146,10575,"target"
3,262,147,3165,"target"
3,263,148,1182,"target"
3,264,149,3605,"target"
3,265,150,3966,"target"
3,266,1,5057,"target"
3,267,2,5247,"target"
3,268,3,2895,"target"
3,269,4,2413,"target"
3,270,151,6299,"target"
3,271,31,4887,"target"
3,272,32,6860,"target"
3,273,33,1572,"target"
3,274,34,1942,"target"
3,275,161,6440,"target"
3,276,85,6289,"nontarget"
3,277,86,4146,"target"
3,278,87,1623,"target"
3,279,88,2914,"target"
3,280,220,3505,"target"
3,281,7,4998,"target"
3,282,8,6139,"target"
3,283,9,2854,"target"
3,284,10,2714,"target"
3,285,153,8842,"target"
3,286,97,4186,"target"
3,287,98,5127,"target"
3,288,99,2513,"target"
3,289,100,1913,"target"
3,290,224,2012,"target"
3,291,13,8061,"target"
3,292,14,5819,"target"
3,293,15,1983,"target"
3,294,16,3375,"target"
3,295,155,7541,"target"
3,296,49,4687,"target"
3,297,50,7601,"target"
3,298,51,2053,"target"
3,299,52,2173,"target"
3,300,167,7951,"target"
3,301,79,5568,"target"
3,302,80,4647,"target"
3,303,81,1943,"target"
3,304,82,3925,"target"
3,305,218,3986,"target"
3,306,55,5939,"target"
3,307,56,3805,"target"
3,308,57,2423,"target"
3,309,58,1993,"target"
3,310,169,8422,"target"
3,311,91,6740,"target"
3,312,92,3485,"target"
3,313,93,2083,"target"
3,314,94,2824,"target"
3,315,222,3685,"target"
3,316,73,4917,"target"
3,317,74,4727,"target"
3,318,75,2213,"target"
3,319,76,2504,"target"
3,320,216,3395,"target"
3,321,19,4396,"target"
3,322,20,6900,"target"
3,323,21,3605,"target"
3,324,22,1772,"target"
3,325,157,8081,"target"
3,326,121,5908,"target"
3,327,122,8032,"nontarget"
3,328,123,2113,"target"
3,329,124,4436,"target"
3,330,125,4196,"target"
3,331,136,4576,"target"
3,332,137,4407,"target"
3,333,138,2003,"target"
3,334,139,2714,"target"
3,335,140,3164,"target"
3,336,25,8122,"target"
3,337,26,4797,"target"
3,338,27,2955,"target"
3,339,28,2184,"target"
3,340,159,7210,"target"
3,341,61,7000,"target"
3,342,62,5097,"target"
3,343,63,2604,"target"
3,344,64,3545,"target"
3,345,212,8593,"target"
3,346,131,9214,"target"
3,347,132,7751,"target"
3,348,133,1552,"target"
3,349,134,4797,"target"
3,350,135,4356,"target"
3,351,103,5207,"target"
3,352,104,3314,"target"
3,353,105,2233,"target"
3,354,106,4196,"target"
3,355,226,4407,"target"
3,356,43,2954,"target"
3,357,44,2654,"target"
3,358,45,2153,"target"
3,359,46,1652,"target"
3,360,165,7861,"nontarget"
4,361,1,5868,"target"
4,362,2,7151,"target"
4,363,3,2523,"target"
4,364,4,2393,"target"
4,365,151,8632,"target"
4,366,146,6850,"target"
4,367,147,3455,"target"
4,368,148,1573,"target"
4,369,149,3415,"target"
4,370,150,3856,"target"
4,371,131,8151,"target"
4,372,132,7551,"target"
4,373,133,1843,"target"
4,374,134,3966,"target"
4,375,135,3084,"target"
4,376,49,6479,"target"
4,377,50,6609,"target"
4,378,51,2213,"target"
4,379,52,1963,"target"
4,380,167,13540,"target"
4,381,31,4046,"target"
4,382,32,2935,"target"
4,383,33,1893,"target"
4,384,34,2444,"target"
4,385,161,6259,"target"
4,386,121,7301,"target"
4,387,122,8823,"target"
4,388,123,1913,"target"
4,389,124,4036,"target"
4,390,125,4237,"target"
4,391,61,6119,"target"
4,392,62,9834,"nontarget"
4,393,63,3535,"nontarget"
4,394,64,2383,"target"
4,395,212,8061,"target"
4,396,55,4817,"target"
4,397,56,4366,"target"
4,398,57,1883,"target"
4,399,58,2614,"target"
4,400,169,11036,"target"
4,401,103,5568,"target"
4,402,104,3976,"target"
4,403,105,2413,"target"
4,404,106,3746,"target"
4,405,226,3885,"target"
4,406,91,5568,"target"
4,407,92,3435,"target"
4,408,93,1843,"target"
4,409,94,2384,"target"
4,410,222,3455,"target"
4,411,141,4517,"target"
4,412,142,7470,"target"
4,413,143,1862,"target"
4,414,144,2032,"target"
4,415,145,4476,"target"
4,416,67,4977,"target"
4,417,68,3735,"target"
4,418,69,1732,"target"
4,419,70,2273,"target"
4,420,214,6469,"target"
4,421,85,6229,"target"
4,422,86,3535,"target"
4,423,87,1683,"target"
4,424,88,2103,"target"
4,425,220,3285,"target"
4,426,79,7360,"target"
4,427,80,8432,"target"
4,428,81,2383,"target"
4,429,82,3175,"target"
4,430,218,4897,"target"
4,431,13,7471,"target"
4,432,14,5108,"target"
4,433,15,2784,"target"
4,434,16,4827,"target"
4,435,155,6730,"target"
4,436,25,11166,"target"
4,437,26,6510,"target"
4,438,27,1963,"target"
4,439,28,2954,"target"
4,440,159,7100,"target"
4,441,37,8081,"target"
4,442,38,6019,"target"
4,443,39,2854,"target"
4,444,40,2434,"target"
4,445,163,8582,"target"
4,446,136,5368,"target"
4,447,137,5357,"target"
4,448,138,2093,"target"
4,449,139,3305,"target"
4,450,140,3094,"target"
4,451,97,3885,"target"
4,452,98,5318,"target"
4,453,99,2363,"target"
4,454,100,1723,"target"
4,455,224,1862,"target"
4,456,7,6519,"target"
4,457,8,5528,"target"
4,458,9,2393,"target"
4,459,10,2073,"target"
4,460,153,7111,"target"
4,461,126,7260,"target"
4,462,127,7671,"target"
4,463,128,2544,"target"
4,464,129,2845,"target"
4,465,130,2754,"target"
4,466,73,5208,"target"
4,467,74,5528,"target"
4,468,75,1973,"target"
4,469,76,3675,"target"
4,470,216,3355,"target"
4,471,43,7721,"nontarget"
4,472,44,4326,"target"
4,473,45,2174,"target"
4,474,46,3345,"target"
4,475,165,9854,"nontarget"
4,476,19,7561,"target"
4,477,20,7981,"target"
4,478,21,2203,"target"
4,479,22,2453,"target"
4,480,157,7511,"target"
5,481,79,7351,"target"
5,482,80,5408,"target"
5,483,81,3605,"target"
5,484,82,4166,"target"
5,485,218,5038,"target"
5,486,7,5007,"target"
5,487,8,4947,"target"
5,488,9,3055,"target"
5,489,10,2865,"target"
5,490,153,10646,"target"
5,491,85,5197,"nontarget"
5,492,86,4016,"target"
5,493,87,1673,"target"
5,494,88,2984,"target"
5,495,220,3275,"target"
5,496,141,4787,"target"
5,497,142,7671,"target"
5,498,143,2153,"target"
5,499,144,2774,"target"
5,500,145,4998,"target"
5,501,91,3645,"target"
5,502,92,3515,"target"
5,503,93,2013,"target"
5,504,94,3024,"target"
5,505,222,3856,"target"
5,506,67,4386,"target"
5,507,68,3866,"target"
5,508,69,2684,"target"
5,509,70,2033,"target"
5,510,214,6430,"target"
5,511,43,3184,"target"
5,512,44,2984,"target"
5,513,45,2023,"target"
5,514,46,2073,"target"
5,515,165,8983,"target"
5,516,103,4607,"target"
5,517,104,3825,"target"
5,518,105,2303,"target"
5,519,106,3225,"target"
5,520,226,3856,"target"
5,521,37,12007,"nontarget"
5,522,38,4496,"target"
5,523,39,3215,"target"
5,524,40,3895,"target"
5,525,163,8472,"target"
5,526,25,4486,"target"
5,527,26,4857,"target"
5,528,27,2584,"target"
5,529,28,2273,"target"
5,530,159,7060,"target"
5,531,97,3986,"target"
5,532,98,4206,"target"
5,533,99,2323,"target"
5,534,100,2394,"target"
5,535,224,2284,"target"
5,536,49,4186,"target"
5,537,50,6269,"target"
5,538,51,2083,"target"
5,539,52,1923,"target"
5,540,167,7821,"target"
5,541,73,5598,"target"
5,542,74,5778,"target"
5,543,75,2174,"target"
5,544,76,4236,"target"
5,545,216,3956,"target"
5,546,19,3234,"target"
5,547,20,7350,"target"
5,548,21,4897,"target"
5,549,22,2764,"target"
5,550,157,6339,"target"
5,551,146,9453,"target"
5,552,147,3535,"target"
5,553,148,1612,"target"
5,554,149,3996,"target"
5,555,150,3725,"target"
5,556,55,5928,"target"
5,557,56,4276,"target"
5,558,57,2814,"target"
5,559,58,2464,"target"
5,560,169,8783,"target"
5,561,61,7121,"target"
5,562,62,4296,"target"
5,563,63,2604,"target"
5,564,64,5047,"target"
5,565,212,6339,"target"
5,566,136,4707,"target"
5,567,137,4617,"target"
5,568,138,2263,"target"
5,569,139,3205,"target"
5,570,140,3304,"target"
5,571,131,9393,"target"
5,572,132,7140,"target"
5,573,133,1902,"target"
5,574,134,3736,"target"
5,575,135,4246,"target"
5,576,121,6159,"target"
5,577,122,7130,"target"
5,578,123,2263,"target"
5,579,124,4547,"target"
5,580,125,4126,"target"
5,581,126,5708,"target"
5,582,127,3655,"target"
5,583,128,2584,"target"
5,584,129,3756,"target"
5,585,130,3104,"target"
5,586,13,9023,"target"
5,587,14,5488,"target"
5,588,15,1742,"target"
5,589,16,3005,"target"
5,590,155,6760,"target"
5,591,1,4256,"target"
5,592,2,4977,"target"
5,593,3,2653,"target"
5,594,4,2604,"target"
5,595,151,6219,"target"
5,596,31,4556,"target"
5,597,32,6409,"target"
5,598,33,1733,"target"
5,599,34,1882,"target"
5,600,161,6569,"target"
6,601,49,6319,"target"
6,602,50,8332,"target"
6,603,51,3495,"target"
6,604,52,2394,"target"
6,605,167,7320,"target"
6,606,131,18817,"target"
6,607,132,7701,"target"
6,608,133,2003,"target"
6,609,134,5558,"target"
6,610,135,4046,"target"
6,611,136,4727,"target"
6,612,137,4486,"target"
6,613,138,2083,"target"
6,614,139,2724,"target"
6,615,140,2764,"target"
6,616,55,4226,"target"
6,617,56,3485,"target"
6,618,57,1733,"target"
6,619,58,2754,"target"
6,620,169,13299,"target"
6,621,25,7992,"target"
6,622,26,6029,"target"
6,623,27,1742,"target"
6,624,28,3105,"target"
6,625,159,7110,"target"
6,626,73,5467,"target"
6,627,74,5288,"target"
6,628,75,1923,"target"
6,629,76,3084,"target"
6,630,216,3655,"target"
6,631,61,5918,"target"
6,632,62,6529,"target"
6,633,63,2103,"target"
6,634,64,2473,"target"
6,635,212,7541,"target"
6,636,7,6159,"target"
6,637,8,3685,"target"
6,638,9,2213,"target"
6,639,10,2444,"target"
6,640,153,7070,"target"
6,641,141,4506,"target"
6,642,142,6970,"target"
6,643,143,1612,"target"
6,644,144,1853,"target"
6,645,145,4686,"target"
6,646,91,4496,"target"
6,647,92,3605,"target"
6,648,93,1712,"target"
6,649,94,2384,"target"
6,650,222,3665,"target"
6,651,67,4867,"target"
6,652,68,4146,"target"
6,653,69,1782,"target"
6,654,70,2594,"target"
6,655,214,6529,"target"
6,656,37,7771,"target"
6,657,38,5087,"target"
6,658,39,2304,"target"
6,659,40,3585,"nontarget"
6,660,163,8742,"target"
6,661,126,6029,"target"
6,662,127,3615,"target"
6,663,128,2213,"target"
6,664,129,3055,"target"
6,665,130,2834,"target"
6,666,97,3505,"target"
6,667,98,5518,"target"
6,668,99,2664,"target"
6,669,100,1762,"target"
6,670,224,1893,"target"
6,671,13,6490,"target"
6,672,14,4466,"target"
6,673,15,2704,"target"
6,674,16,4376,"target"
6,675,155,6749,"target"
6,676,1,6098,"target"
6,677,2,4937,"target"
6,678,3,1683,"target"
6,679,4,2283,"target"
6,680,151,6670,"target"
6,681,43,5178,"target"
6,682,44,3836,"target"
6,683,45,1692,"target"
6,684,46,2384,"target"
6,685,165,8592,"target"
6,686,146,7020,"target"
6,687,147,3615,"target"
6,688,148,1312,"target"
6,689,149,2123,"target"
6,690,150,3855,"target"
6,691,103,5097,"target"
6,692,104,3555,"target"
6,693,105,1983,"target"
6,694,106,3235,"target"
6,695,226,3816,"target"
6,696,85,6319,"target"
6,697,86,3055,"target"
6,698,87,1453,"target"
6,699,88,1803,"target"
6,700,220,3495,"target"
6,701,121,6159,"target"
6,702,122,8733,"target"
6,703,123,1833,"target"
6,704,124,3965,"target"
6,705,125,5158,"target"
6,706,19,5778,"target"
6,707,20,7111,"target"
6,708,21,1683,"target"
6,709,22,2163,"target"
6,710,157,6890,"target"
6,711,79,5958,"target"
6,712,80,4847,"target"
6,713,81,2043,"target"
6,714,82,2904,"target"
6,715,218,4436,"target"
6,716,31,4627,"target"
6,717,32,3084,"target"
6,718,33,2073,"target"
6,719,34,2864,"target"
6,720,161,6329,"target"
7,721,61,11557,"target"
7,722,62,5508,"target"
7,723,63,3815,"target"
7,724,64,6750,"target"
7,725,212,14110,"target"
7,726,146,8963,"target"
7,727,147,4367,"target"
7,728,148,2023,"target"
7,729,149,10875,"target"
7,730,150,5097,"target"
7,731,7,7251,"target"
7,732,8,6990,"target"
7,733,9,3244,"target"
7,734,10,3315,"target"
7,735,153,8502,"target"
7,736,67,4827,"target"
7,737,68,5077,"target"
7,738,69,5398,"target"
7,739,70,2754,"target"
7,740,214,7531,"target"
7,741,136,7822,"target"
7,742,137,5037,"target"
7,743,138,2554,"target"
7,744,139,5258,"target"
7,745,140,4146,"target"
7,746,85,7250,"target"
7,747,86,4667,"target"
7,748,87,2103,"target"
7,749,88,2704,"target"
7,750,220,3825,"target"
7,751,19,7871,"target"
7,752,20,8312,"target"
7,753,21,5778,"target"
7,754,22,3425,"target"
7,755,157,11246,"target"
7,756,13,11687,"target"
7,757,14,5698,"target"
7,758,15,1712,"target"
7,759,16,3916,"target"
7,760,155,7991,"target"
7,761,73,5518,"target"
7,762,74,6820,"target"
7,763,75,4016,"target"
7,764,76,5087,"target"
7,765,216,4417,"target"
7,766,103,7350,"target"
7,767,104,4166,"target"
7,768,105,2563,"target"
7,769,106,4186,"target"
7,770,226,5108,"target"
7,771,25,6530,"target"
7,772,26,6249,"target"
7,773,27,2553,"target"
7,774,28,2954,"target"
7,775,159,9815,"target"
7,776,97,6920,"target"
7,777,98,9083,"target"
7,778,99,2553,"target"
7,779,100,1983,"target"
7,780,224,2634,"target"
7,781,43,4897,"target"
7,782,44,3485,"target"
7,783,45,2353,"target"
7,784,46,2183,"target"
7,785,165,10305,"target"
7,786,121,15702,"target"
7,787,122,12368,"target"
7,788,123,2664,"target"
7,789,124,6539,"target"
7,790,125,6159,"target"
7,791,37,9343,"target"
7,792,38,6168,"target"
7,793,39,2263,"target"
7,794,40,4557,"target"
7,795,163,10325,"target"
7,796,31,6249,"target"
7,797,32,7911,"target"
7,798,33,1873,"target"
7,799,34,2474,"target"
7,800,161,8743,"target"
7,801,131,15672,"target"
7,802,132,8903,"target"
7,803,133,2073,"target"
7,804,134,5358,"target"
7,805,135,4317,"target"
7,806,79,10354,"target"
7,807,80,10555,"target"
7,808,81,1902,"target"
7,809,82,4997,"target"
7,810,218,4086,"target"
7,811,1,4928,"target"
7,812,2,6279,"target"
7,813,3,3675,"target"
7,814,4,3595,"target"
7,815,151,9404,"target"
7,816,126,6770,"target"
7,817,127,6379,"target"
7,818,128,3515,"target"
7,819,129,4176,"target"
7,820,130,4507,"target"
7,821,55,8132,"target"
7,822,56,5588,"target"
7,823,57,3024,"target"
7,824,58,2383,"target"
7,825,169,15212,"target"
7,826,91,7401,"target"
7,827,92,4156,"target"
7,828,93,2704,"target"
7,829,94,2784,"target"
7,830,222,4496,"target"
7,831,49,4266,"target"
7,832,50,5227,"target"
7,833,51,2945,"target"
7,834,52,2123,"target"
7,835,167,7791,"target"
7,836,141,5387,"target"
7,837,142,9033,"target"
7,838,143,1512,"target"
7,839,144,1953,"target"
7,840,145,4506,"target"
8,841,126,6720,"target"
8,842,127,3915,"target"
8,843,128,6169,"target"
8,844,129,4397,"target"
8,845,130,5227,"target"
8,846,121,6489,"target"
8,847,122,8442,"target"
8,848,123,3015,"target"
8,849,124,5107,"target"
8,850,125,5097,"target"
8,851,31,4216,"target"
8,852,32,3184,"target"
8,853,33,2673,"target"
8,854,34,2984,"target"
8,855,161,6319,"target"
8,856,43,6449,"target"
8,857,44,3606,"target"
8,858,45,1873,"target"
8,859,46,2053,"target"
8,860,165,9494,"nontarget"
8,861,67,5368,"target"
8,862,68,4086,"target"
8,863,69,1802,"target"
8,864,70,2263,"target"
8,865,214,7150,"target"
8,866,79,5348,"target"
8,867,80,4797,"target"
8,868,81,2664,"target"
8,869,82,3745,"target"
8,870,218,4396,"target"
8,871,7,6239,"target"
8,872,8,4296,"target"
8,873,9,2905,"target"
8,874,10,2123,"target"
8,875,153,7521,"target"
8,876,61,5308,"target"
8,877,62,10676,"nontarget"
8,878,63,3585,"nontarget"
8,879,64,3305,"target"
8,880,212,8793,"target"
8,881,141,4016,"target"
8,882,142,7311,"target"
8,883,143,1963,"target"
8,884,144,2163,"target"
8,885,145,3756,"target"
8,886,131,14811,"target"
8,887,132,7251,"target"
8,888,133,1572,"target"
8,889,134,4496,"target"
8,890,135,4316,"target"
8,891,55,4727,"target"
8,892,56,3815,"target"
8,893,57,1843,"target"
8,894,58,3254,"target"
8,895,169,9284,"target"
8,896,146,7691,"target"
8,897,147,3234,"target"
8,898,148,1282,"target"
8,899,149,3865,"target"
8,900,150,3766,"target"
8,901,85,6860,"target"
8,902,86,3195,"target"
8,903,87,1322,"target"
8,904,88,1863,"target"
8,905,220,3545,"target"
8,906,97,3726,"target"
8,907,98,4156,"target"
8,908,99,2073,"target"
8,909,100,1773,"target"
8,910,224,2234,"target"
8,911,19,6609,"target"
8,912,20,6980,"target"
8,913,21,1783,"target"
8,914,22,2124,"target"
8,915,157,6329,"target"
8,916,91,6859,"nontarget"
8,917,92,4346,"target"
8,918,93,1662,"target"
8,919,94,2774,"target"
8,920,222,3636,"target"
8,921,73,4747,"target"
8,922,74,5568,"target"
8,923,75,1812,"target"
8,924,76,3926,"target"
8,925,216,3535,"target"
8,926,1,5748,"target"
8,927,2,4938,"target"
8,928,3,1612,"target"
8,929,4,2373,"target"
8,930,151,6199,"target"
8,931,103,4957,"target"
8,932,104,3675,"target"
8,933,105,2313,"target"
8,934,106,3325,"target"
8,935,226,3585,"target"
8,936,136,4306,"target"
8,937,137,4766,"target"
8,938,138,1682,"target"
8,939,139,2774,"target"
8,940,140,3114,"target"
8,941,49,6980,"target"
8,942,50,6149,"target"
8,943,51,2013,"target"
8,944,52,1903,"target"
8,945,167,8112,"target"
8,946,37,7641,"target"
8,947,38,6098,"target"
8,948,39,3074,"target"
8,949,40,2373,"target"
8,950,163,7881,"target"
8,951,13,6729,"target"
8,952,14,4387,"target"
8,953,15,2373,"target"
8,954,16,3024,"target"
8,955,155,6940,"target"
8,956,25,10285,"target"
8,957,26,6800,"target"
8,958,27,1682,"target"
8,959,28,2584,"target"
8,960,159,8332,"target"
9,961,43,3194,"target"
9,962,44,3385,"target"
9,963,45,2494,"target"
9,964,46,2063,"target"
9,965,165,9333,"target"
9,966,73,4877,"target"
9,967,74,5308,"target"
9,968,75,2764,"target"
9,969,76,3875,"target"
9,970,216,3655,"target"
9,971,146,6950,"target"
9,972,147,3555,"target"
9,973,148,1743,"target"
9,974,149,3866,"target"
9,975,150,3575,"target"
9,976,141,4045,"target"
9,977,142,6710,"target"
9,978,143,2063,"target"
9,979,144,2444,"target"
9,980,145,4116,"target"
9,981,97,3915,"target"
9,982,98,5087,"target"
9,983,99,2363,"target"
9,984,100,2043,"target"
9,985,224,2053,"target"
9,986,55,6689,"target"
9,987,56,3605,"target"
9,988,57,2674,"target"
9,989,58,2424,"target"
9,990,169,6920,"target"
9,991,85,4787,"target"
9,992,86,2944,"target"
9,993,87,1472,"target"
9,994,88,1992,"target"
9,995,220,4427,"target"
9,996,61,6840,"target"
9,997,62,4657,"target"
9,998,63,2153,"target"
9,999,64,2243,"target"
9,1000,212,6570,"target"
9,1001,103,4657,"target"
9,1002,104,3585,"target"
9,1003,105,2473,"target"
9,1004,106,3135,"target"
9,1005,226,3676,"target"
9,1006,136,5027,"target"
9,1007,137,4657,"target"
9,1008,138,1883,"target"
9,1009,139,2574,"target"
9,1010,140,3034,"target"
9,1011,25,4316,"target"
9,1012,26,4206,"target"
9,1013,27,2604,"target"
9,1014,28,2204,"target"
9,1015,159,6930,"target"
9,1016,1,4336,"target"
9,1017,2,5177,"target"
9,1018,3,2614,"target"
9,1019,4,2674,"target"
9,1020,151,6259,"target"
9,1021,13,6960,"target"
9,1022,14,3625,"target"
9,1023,15,1582,"target"
9,1024,16,2453,"target"
9,1025,155,6189,"target"
9,1026,91,4327,"target"
9,1027,92,3315,"target"
9,1028,93,1833,"target"
9,1029,94,2343,"target"
9,1030,222,4016,"target"
9,1031,126,5848,"target"
9,1032,127,3706,"target"
9,1033,128,2023,"target"
9,1034,129,2674,"target"
9,1035,130,2474,"target"
9,1036,121,6449,"target"
9,1037,122,11206,"target"
9,1038,123,1852,"target"
9,1039,124,4336,"target"
9,1040,125,4206,"target"
9,1041,49,4336,"target"
9,1042,50,7440,"target"
9,1043,51,2354,"target"
9,1044,52,2043,"target"
9,1045,167,7371,"target"
9,1046,79,5057,"target"
9,1047,80,4376,"target"
9,1048,81,2163,"target"
9,1049,82,3625,"target"
9,1050,218,3886,"target"
9,1051,37,8322,"nontarget"
9,1052,38,4827,"target"
9,1053,39,2564,"target"
9,1054,40,4427,"target"
9,1055,163,8542,"target"
9,1056,67,3405,"target"
9,1057,68,3515,"target"
9,1058,69,2453,"target"
9,1059,70,1572,"target"
9,1060,214,6319,"target"
9,1061,31,4967,"target"
9,1062,32,6479,"target"
9,1063,33,1532,"target"
